826.7389,761.1064,820.0544,744.5174,823.406,794.2882,832.3097,776.5896,831.1953,772.1658,824.5185,789.8638,842.3117,691.4227,824.5137,768.8492,844.5419,705.8006,848.9945,700.2695,828.9701,779.9085,851.2257,719.0716,852.3389,717.9653,823.404,785.4399,834.5369,777.6952,816.7027,694.7466,830.0836,779.9083,818.9359,722.397,826.7442,784.3332,830.0796,762.2117,850.1082,701.3752
827.2955,760.55325,820.0544,744.5174,822.2926,794.2885,832.31,777.6957,831.1953,772.1658,824.5187,790.9699,843.4252,691.4224,824.514,769.9552,844.5419,705.8006,848.9945,700.2695,827.8569,781.0148,851.2255,718.51855,852.3387,716.8592,823.4043,786.546,834.5369,777.6952,816.7027,694.7466,830.0836,779.9083,818.9359,722.397,825.6307,784.3334,830.0798,763.3177,850.1082,701.3752
827.8521,760.0001,818.9411,745.6237,822.2928,795.3945,832.3102,778.8017,831.1955,773.2718,823.4055,792.0762,843.4252,691.4224,824.514,769.9552,844.5419,705.8006,848.9945,700.2695,826.7437,782.1211,851.2254,717.9655,853.4519,715.7529,823.4045,787.652,834.5369,777.6952,816.7027,694.7466,830.0836,779.9083,817.8224,722.3972,825.6309,785.4394,830.0798,763.3177,850.1085,702.4813
828.4089,760.553,817.8279,746.73,822.2931,796.5005,832.3105,779.9078,832.309,773.2715,823.4058,793.1822,843.4252,691.4224,823.4005,769.9555,844.5419,705.8006,848.9943,699.16345,825.6307,784.3334,851.2252,716.8595,855.6786,714.6464,823.4048,788.758,833.4237,778.8015,816.7027,694.7466,830.0836,779.9083,817.8224,722.3972,824.5175,785.4397,830.0801,764.4238,852.3352,701.3747
828.9658,761.1059,817.8282,747.836,821.1796,796.5008,830.0841,782.1203,832.309,773.2715,823.4058,793.1822,843.4252,691.4224,823.4005,769.9555,844.5419,705.8006,848.994,698.0574,824.5172,784.3337,851.2249,715.7535,855.6786,714.6464,823.405,789.8641,832.3105,779.9078,816.7027,694.7466,830.0836,779.9083,817.8224,722.3972,824.5175,785.4397,830.0803,765.5298,857.9025,701.3735
829.5228,762.2118,816.7147,747.8363,821.1798,797.6068,826.7442,784.3332,832.309,773.2715,822.2926,794.2885,843.4252,691.4224,823.4005,769.9555,844.5419,705.8006,848.994,698.0574,824.5175,785.4397,854.0078,712.43475,856.792,714.6462,823.4053,790.9701,830.0838,781.0143,816.7027,694.7466,828.9703,781.0145,817.8224,722.3972,823.404,785.4399,830.0806,766.6358,861.2429,701.3727
830.0798,763.3177,817.8284,748.942,821.1801,798.7129,825.6309,785.4394,832.3092,774.3776,822.2928,795.3945,843.4252,691.4224,823.4005,769.9555,844.5419,705.8006,848.994,698.0574,824.5177,786.5457,856.7908,709.116,859.0195,716.8577,823.4055,792.0762,827.8571,782.1208,816.7027,694.7466,826.7437,782.1211,817.8224,722.3972,822.2903,784.3342,830.0811,768.8479,864.5833,701.372
830.6369,764.97665,818.9421,750.0478,821.1801,798.7129,824.5175,785.4397,833.423,775.4834,821.1793,795.3948,843.4252,691.4224,823.4005,769.9555,844.5419,705.8006,850.1077,699.1632,824.518,787.6518,859.5742,708.00935,861.2464,716.8572,823.4058,793.1822,826.7437,782.1211,816.7027,694.7466,824.517,783.2276,817.8222,721.2912,821.1766,783.2284,830.0816,771.06,866.8105,702.4775
831.194,766.6356,818.9421,750.0478,821.1803,799.8189,824.5177,786.5457,833.423,775.4834,821.1796,796.5008,844.5386,691.4222,823.4005,769.9555,844.5419,705.8006,851.2214,700.269,824.5182,788.7578,862.3576,706.9027,861.2464,716.8572,823.406,794.2882,825.6304,783.2274,816.7027,694.7466,825.6307,784.3334,817.8222,721.2912,821.1766,783.2284,831.1953,772.1658,867.9242,703.5833
831.1946,769.4007,817.8287,750.0481,820.0671,800.9252,824.518,787.6518,833.4232,776.5894,821.1798,797.6068,844.5386,691.4222,823.4005,769.9555,844.5416,704.6946,852.8916,700.2686,824.5185,789.8638,862.3576,706.9027,862.3599,716.857,822.2926,794.2885,825.6307,784.3334,816.7027,694.7466,824.5175,785.4397,817.8222,721.2912,820.0631,783.2286,831.1955,773.2718,866.8105,702.4775
831.1953,772.1658,817.8287,750.0481,820.0674,802.0312,824.5182,788.7578,833.4235,777.6954,821.1798,797.6068,844.5386,691.4222,823.4005,769.9555,845.6548,703.5883,854.5618,700.2682,823.4053,790.9701,862.3576,706.9027,862.3601,717.963,822.2928,795.3945,825.6309,785.4394,816.7027,694.7466,824.5175,785.4397,817.8222,721.2912,818.9494,782.1228,831.1958,774.3778,865.6965,700.2657
831.1954,772.7188,817.8289,751.1541,818.9539,802.0315,824.5182,788.7578,832.3102,778.8017,821.1798,797.6068,844.5389,692.5282,823.4005,769.9555,848.995,702.4815,854.562,700.8212,823.4055,792.0762,861.8008,706.9028,863.4736,717.9628,822.2928,795.3945,824.5177,786.5457,816.7027,694.7466,824.5175,785.4397,818.9356,721.2909,817.8359,782.1231,832.3092,774.3776,865.6965,700.2657
831.1955,773.2718,816.7152,750.0483,817.8407,803.1378,824.5185,789.8638,832.3102,778.8017,821.1798,797.6068,844.5386,691.4222,823.4005,769.9555,850.1082,701.3752,854.5621,701.3742,823.4058,793.1822,861.2441,706.9029,863.4733,716.8567,821.1796,796.5008,824.5177,786.5457,816.7027,694.7466,824.5175,785.4397,818.9356,721.2909,817.8362,783.2291,832.3095,775.4836,865.6965,700.2657
831.7523,773.8247,816.7152,750.0483,817.8407,803.1378,824.5187,790.9699,831.197,779.908,821.1798,797.6068,844.5389,692.5282,823.4005,769.9555,852.3352,701.3747,854.5623,702.48025,823.406,794.2882,861.2441,706.9029,863.4733,716.8567,821.1796,796.5008,823.4043,786.546,816.7027,694.7466,824.5175,785.4397,818.9356,721.2909,817.8362,783.2291,832.31,777.6957,865.6965,700.2657
