1090.6358,761.62435,1098.4771,772.89308,1096.8495,764.08942,1045.1189,868.94173,1097.5266,754.51103,1039.6056,861.69845,1104.6882,763.78905,1093.0395,755.54064,1034.8532,870.94594,1091.6389,766.04825,1076.24,817.62596,1055.7895,835.01734,1037.3007,861.30079,1049.0138,859.1193,1076.6632,817.87473,1038.1583,862.56147,1091.7051,763.28316,1089.857,764.3896,1039.2727,866.59825
1090.9698,761.59109,1099.7463,772.43932,1096.9051,763.95669,1045.1968,868.9196,1097.5377,754.52209,1039.6947,861.57676,1104.6994,763.86647,1094.164,754.77722,1035.3654,870.80204,1092.2623,765.62782,1076.1954,817.60385,1055.8674,834.774,1037.2562,861.54413,1049.0917,858.94232,1076.6966,817.90237,1038.1026,862.57255,1091.605,763.64817,1089.8681,764.42278,1039.2171,866.88583
1091.3039,761.55784,1100.4927,773.8217,1096.9385,763.84607,1045.2859,868.89746,1097.56,754.4889,1039.8171,861.44401,1104.6659,763.78906,1093.7855,755.42987,1036.1448,870.72444,1092.5017,765.34573,1076.1509,817.55962,1055.8785,834.53067,1037.9912,862.08592,1049.1808,858.78745,1076.7968,817.92447,1038.0024,862.53939,1091.5382,763.99106,1089.8681,764.3896,1039.1948,867.05174
1091.5377,761.71816,1102.219,775.70157,1096.9162,763.83502,1045.3861,868.90849,1097.56,754.45572,1039.8728,861.3334,1104.6325,763.60104,1093.4517,756.32583,1036.5122,870.658,1092.741,765.06364,1076.0729,817.5707,1055.8562,834.37583,1038.3698,862.34022,1049.2587,858.61047,1076.897,817.94657,1037.8131,862.50625,1091.5494,764.15696,1089.8458,764.36748,1038.6605,867.62699
1091.7716,761.87848,1102.3526,775.7126,1096.8272,763.86822,1045.6311,868.84208,1097.5265,754.41149,1039.9173,861.17854,1104.5656,763.35773,1093.1845,756.38119,1036.6792,870.6469,1092.9581,764.74284,1076.0173,817.54859,1055.7559,834.24313,1038.4923,862.51716,1049.3032,858.37819,1076.9861,817.95208,1037.7352,862.55051,1091.2154,764.45566,1089.9794,764.27897,1037.9258,868.23547
1091.9052,762.01118,1103.2875,774.10865,1096.7937,763.84611,1045.6533,868.80889,1097.4486,754.34514,1040.0398,861.13427,1104.4765,763.05912,1093.0619,755.92774,1036.8351,870.55839,1093.1751,764.42205,1075.995,817.48224,1055.7225,834.08829,1038.9378,862.76039,1049.3477,858.15698,1077.0752,817.95759,1037.6573,862.60583,1090.9816,764.62162,1090.1464,764.23469,1037.4136,868.53422
1092.0389,762.14387,1103.4991,774.23026,1096.8383,763.82398,1045.5976,868.76466,1097.3706,754.26774,1040.062,861.11215,1104.3651,762.70521,1092.8725,755.56279,1036.913,870.31504,1093.4089,764.15102,1075.9727,817.42694,1055.689,833.93345,1039.1272,863.12534,1049.4144,857.94681,1077.1976,817.98521,1037.5571,862.63903,1090.848,764.67695,1090.3691,764.15722,1037.2021,868.88819
1092.2616,762.11617,1103.5213,773.96481,1096.9274,763.90138,1045.631,868.68723,1097.2704,754.21246,1040.0509,861.11215,1104.2203,762.56146,1092.8057,755.61811,1036.6123,870.11602,1093.6426,763.87999,1075.995,817.33845,1055.6222,833.80074,1038.9046,863.72264,1049.5034,857.69241,1077.3201,818.01284,1037.4346,862.61694,1090.7478,764.73227,1090.5584,764.04658,1037.2355,868.70016
1092.4842,762.08847,1104.3007,773.54434,1097.0499,763.93453,1045.7424,868.65403,1097.2481,754.21246,1040.0398,861.13427,1104.1089,762.39558,1092.6721,755.48542,1034.9864,868.93293,1093.7985,763.62556,1076.0395,817.1836,1055.5999,833.65696,1039.1273,863.95486,1049.6036,857.50436,1077.3368,818.00177,1037.4123,862.70542,1090.7255,764.56637,1090.7922,763.86956,1037.3023,868.70015
1092.8294,762.06627,1104.3895,772.57102,1097.2614,763.81282,1045.7201,868.65403,1097.2259,754.21247,1040.0175,861.14534,1103.9864,762.2297,1092.6387,755.77299,1035.4208,869.69599,1093.9543,763.37114,1076.1285,817.18358,1055.5553,833.59061,1039.1608,864.37515,1049.7261,857.31631,1077.3535,817.99071,1037.3901,862.72755,1090.7032,764.38941,1090.859,763.73682,1037.358,868.57847
