|[1091.3039, 761.55784, 0.60107375449767364, 0.2337999999999738, 0.16031999999995605, 0.0, 1, 0, 0.60107375449767364]|
|[1091.5377, 761.71816, 0.60087432254904261, 0.2338999999999487, 0.16031999999995605, 0.0, 1, 0, 0.60087432254904261]|
|[1091.7716, 761.87848, 0.78201852925059334, 0.1335999999998876, 0.13269999999999982, 0.0, 1, 0, 0.78201852925059334]|
|[1091.9052, 762.01118, 0.78160674795192386, 0.13370000000008986, 0.13269000000002507, 0.0, 1, 0, 0.78160674795192386]|
|[1092.0389, 762.14387, 0.1237470246884473, 0.22270000000003165, -0.027699999999981628, 3.1415926535897931, -1, 0, 3.017845628901346]|
|[1092.2616, 762.11617, 0.12380205017391806, 0.22260000000005675, -0.027699999999981628, 0.78539816339744828, 0.707, 0.707, 0.90920021357136616]|
|[1092.4842, 762.08847, 0.06422210446712602, 0.3451999999999771, -0.022199999999998, 0.78539816339744828, 0.707, 0.707, 0.84962026786457445]|
|[1092.8294, 762.06627, 0.064193255016559134, 0.3451999999999771, -0.022190000000023247, 1.5707963267948966, 0, -1, 1.5066030717783356]|
|[1093.1746, 762.04408, 0.20854402413509759, 0.261600000000044, -0.05536000000006425, 0.0, 1, 0, 0.20854402413509759]|
|[1093.4362, 761.98872, 0.20846662511089412, 0.26169999999979154, -0.05535999999995056, 3.1415926535897931, -1, 0, 2.9331260284788989]|
|[1093.6979, 761.93336, 0.15855516033305356, 0.3117000000002008, -0.049840000000017426, 0.78539816339744828, 0.707, -0.707, 0.62684300306439433]|
|[1094.0096, 761.88352, 0.1585051563630035, 0.31179999999994834, -0.049840000000017426, 2.3561944901923448, -0.707, -0.707, 2.197689333829342]|
|[1094.3214, 761.83368, 0.50452733605845235, 0.10019999999985885, -0.055329999999912616, 0.0, 1, 0, 0.50452733605845235]|
|[1094.4216, 761.77835, 0.50445085273797563, 0.10020000000008622, -0.05532000000005155, 0.0, 1, 0, 0.50445085273797563]|
|[1094.5218, 761.72303, 2.8219993345812213, -0.05009999999992942, -0.01657999999997628, 0.0, 1, 0, 9999]|
|[1094.4717, 761.70645, 2.8219993345825749, -0.0501000000001568, -0.01657999999997628, 999, 999, 999, 9999]|
|[1094.4216, 761.68987, 3.0514623027008843, -0.06129999999984648, 0.005539999999996326, 0.78539816339744828, 0.707, 0.707, 9999]|
|[1094.3603, 761.69541, 3.0511537608612027, -0.06120000000009895, 0.005549999999971078, 0.78539816339744828, 0.707, 0.707, 9999]|
|[1094.2991, 761.70096, 1.8065757855539417, -0.02790000000004511, -0.11612999999999829, 999, 999, 999, 9999]|
|[1094.2712, 761.58483, 1.8057615124621083, -0.02779999999984284, -0.11612999999999829, 0.78539816339744828, 0.707, -0.707, 1.02036334906466]|
|[1094.2434, 761.4687, 0.93928848680521537, 0.044499999999970896, -0.060839999999984684, 3.1415926535897931, -1, 0, 9999]|
|[1094.2879, 761.40786, 0.93928848680521537, 0.044499999999970896, -0.060839999999984684, 0.78539816339744828, 0.707, -0.707, 9999]|
|[1094.3324, 761.34702, 1.1732084749934308, 0.08359999999993306, 0.19907000000000608, 2.3561944901923448, -0.707, 0.707, 1.1829860151989138]|
